"","text","word_scores","compound","pos","neu","neg","but_count","positive","negative","neutral","assigned"
"631","I wanna go to college but Im honestly not tryna take a vaccine and be in debt like wtf kinda trade off is that","{0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, -2.25, 2.25, -4.2, 0, 0, 0, 0, 0}",-0.296,0.203,0.56,0.237,1,0.461363636363636,0.538636363636364,0,"Negative"
"632","People were sent back from Moti Lal Nehru Medical College in Allahabad on Friday, July 2 due to shortage of vaccines. People were agitated for not receiving the vaccine even after the slot was booked.#healthcare #covid19vaccines #allahabad #covid19india ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.612,0,0.878,0.122,0,0,1,0,"Negative"
"633","     As your thoughts settle, consider looking for answers to these questions. For example, look for articles about myocarditis in college athletes. Look for the actual cases of myocarditis post-vaccine and how those people fared. With Delta rolling in, I hope you will reconsider.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0}",0.44,0.063,0.937,0,0,1,0,0,"Positive"
"634","Wolf vetoes ban on governmental, college vaccine passports ","{0, 0, -2.6, 0, 0, 0, 0, 0}",-0.557,0,0.66,0.34,0,0,1,0,"Negative"
"635"," The college is appealing, accding to the article. I dont see how there can be an executive order stating that chosen gender=sex. A minor cant decide to get a vaccine, but can decide to have life changing surgery, or threaten others by invading their dorm/prison/bathroom - absurd.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.4, 0, 0, 0, 0, 0, 0, 0}",-0.527,0,0.933,0.067,1,0,1,0,"Negative"
"636","I really hope this new varient doesnt shut things down again. My youngest really wants to join a bowling league and will be vaccine eligible when it begins registration.  The eldest wants to focus on college, and she prefers in person vs solely online like HarvardX was.","{0, 0, 2.193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0}",0.8,0.156,0.844,0,0,1,0,0,"Positive"
"637"," We Marwari Yuwa Manch managed the vaccination centre at Mariani College on 03.07.21 organised by Mariani Municipality for Street vendors.They were unaware of the process,we firstly registered them on cowin,then provided vaccine and also provided free certificate.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0}",0.361,0.08,0.876,0.044,0,0.645161290322581,0.354838709677419,0,"Positive"
"638","That alt right rogan guy needs to keep his mouth shut about vaccines hes no doctor! yet Bill Gates with no college degree in anything, and no actual history in medicine can literally email Fauci and decides how vaccine production gets rolled out.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.709,0,0.853,0.147,0,0,1,0,"Negative"
"639","The College of New Jersey, Princeton, Rider and Rutgers universities are requiring students and staff to be fully vaccinated if returning to school in the fall. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"640","Yet another day , another successful vaccine drive at BMS College of Women, Basavangudi. Where over 413 students got vaccinated and are now protected against COVID-19!#VaccineForAll#YuvakaSangha ","{0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0}",0.79,0.226,0.774,0,0,1,0,0,"Positive"
"641"," you would be remiss in your duties if you did not read Dr. Robert Malones rebuttal on mandating or using coercion to make college athletes take the Covid vaccine.  Dr. Malone is the original inventor of the mRNA vaccine.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0}",0.318,0.056,0.944,0,0,1,0,0,"Positive"
"642","Looking forward to the PhIII efficacy results of Biological Es subunit vaccine developed by the Texas Childrens Hospital Center for Vaccine Development and in-licensed from , Baylor College of Medicine &amp;  Technologies advanced adjuvant, CpG 1018TM. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0}",0.25,0.054,0.946,0,0,1,0,0,"Positive"
"643","On 15 July,  is hosting a free online event exploring the historical and modern-day development of vaccination - from smallpox to #COVID19.Learn more and register for the event: ","{0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.109,0.891,0,0,1,0,0,"Positive"
"644","Beginning July 5th, 12 to 18-year-olds in Ontario (who do not live in hotspot regions) may book an accelerated second dose vaccine appointment. The expedited timeline is aimed at fully immunizing students before school starts in September. Learn more: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"645","Revaccination, remote learning, and quarantining may be required for some international students arriving at US institutions.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"646","Yet another day , another successful vaccine drive at BMS College of Women, Basavangudi. Where over 413 students got vaccinated and are now protected against COVID-19!!  ","{0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0}",0.807,0.233,0.767,0,0,1,0,0,"Positive"
"647","Thank you  for the great vaccine work and also for letting the emergency orders expire. Lets ask businesses and govt to reinstitute internships for high school and college students ASAP. Time to give back what we took from our students! ","{1.5, 0, 0, 0, 3.1, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.648,0.148,0.796,0.056,0,0.725490196078431,0.274509803921569,0,"Positive"
"648","  Its not a complete surprise Trumpkins wouldnt know the difference between bleach and COVID vaccine. Were not dealing with college educated geniuses here.","{0, 0, 0, 0, 0, -0.814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.206,0,0.927,0.073,0,0,1,0,"Negative"
"649","One perfect place to get the vaccine for your college student is at our Summer Vax Party on July 14: ","{0, 2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0}",0.751,0.262,0.738,0,0,1,0,0,"Positive"
"650","Tomorrow, Sun 4 July walk in and get your COVID-19 vaccination at:oBradford College, Gt Horton Rd, Bradford, BD7 1AYoRimmington Pharmacy, Bridge St, Bradford, BD1 1RXoJacobs Well, Nelson St, Bradford, BD1 5AX (40+)For the full schedule visit ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.11,0.89,0,0,1,0,0,"Positive"
"651","The Royal College of Obstetricians and Gynaecologists has indicated that menstrual problems following the [#Coronavirus ] vaccine are likely to be coincidental.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.402,0,0.886,0.114,0,0,1,0,"Negative"
"652","But hey money and free college ","{0, 0, 0, 0, 3.45, 0}",0.665,0.471,0.529,0,1,1,0,0,"Positive"
"653"," You and I both know thats not a measurable stat. If you have the vaccine and get it, your symptoms are less therefore youre not going to get a test. Also this isnt a year ago, people dont need tests to go do everyday tasks nowAsk people like Chris Paul. Or college WS","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.361,0.045,0.955,0,0,1,0,0,"Positive"
"654","If they offered me 1 million dollars and a free ride to college I still wouldnt take the vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.155,0.845,0,0,1,0,0,"Positive"
"655","Want to get the 1st dose of the #Covid19 vaccine tomorrow (#4thofJuly)?Go to the walk-in vaccination centre  aged 18 or over can receive their 1st #vaccination dose. No appt required. No need to be registered with a GP or provide ID ","{0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.477,0.03,0.87,0.101,0,0.229007633587786,0.770992366412214,0,"Negative"
"656","Allowing those who have received two doses of a coronavirus vaccine to skip quarantine would be unfair and could cause resentment, according to a scientific adviser: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, -1.9, 0, 0, 0, 0, 0}",-0.718,0,0.8,0.2,0,0,1,0,"Negative"
"657"," Mam, I am cbse compartment student - meh kidney infected hoon toh meh vaccine nai lagwa sakta fhir meh exam dene kese ja sakta hoon. 1st week of August se college advisition start ho jayge or compartment ki wajah se neh fhir advisition nai le paunga","{0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, -2.2, 0, 0, -0.3, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.625,0,0.858,0.142,0,0,1,0,"Negative"
"658","     Mam, I am cbse compartment student - meh kidney infected hoon toh meh vaccine nai lagwa sakta fhir meh exam dene kese ja sakta hoon. 1st week of August se college advisition start ho jayge or compartment ki wajah se neh fhir advisition nai le paunga","{0, 0, 0, 0, 0, 0, 0, 0, -0.3, 0, -2.2, 0, 0, -0.3, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.625,0,0.858,0.142,0,0,1,0,"Negative"
"659"," Jahan Free dekha nahiBooking shuruChahe Bank me subsidy ki line hoChahe college main reservation ka admissionYaVaccine!!","{0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.597,0.195,0.805,0,0,1,0,0,"Positive"
"660","  Therefore do something .This matter should be taken to court becoz ugc wont issue new guidelines unless forced to. College students are suffering and no one is even doing anything about this. We are asked to attend offline exams with 1 dose of vaccine atleast vaccinate completely","{0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, -2.1, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.5, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.827,0.02,0.798,0.182,0,0.099009900990099,0.900990099009901,0,"Negative"
"661","  what is your favorite part? Bombs on Iran day 1? Killing 100k jobs. Terrible vaccine distribution? Condoning Concentration camps in China. Or just not knowing who he is.  the 3 pre rehearsed questions hes been asked in 6 months. Free College? Due tell I am eager to know","{0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, -3.4, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 1.5, 0, 0}",0.309,0.159,0.718,0.122,0,0.565836298932384,0.434163701067616,0,"Positive"
"662","   Ive heard that anyone who had their vaccine more than 28days ago can come along for the second one at Falkirk College today. Is this correct?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"663","Covid 19 vaccine first dose 03/07/2k21                                    Banda medical college  ","{0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"664"," Sir, with due respect I want to inform you that I booked online slot vaccination for my father in law in Diphu Medical college . The slot was  booked for 3rd July 12-1 PM. When we reach Diphu from Lumding we were told vaccine not available.9127215011","{0, 0, 0, 0, 2.1, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.542,0.111,0.889,0,0,1,0,0,"Positive"
"665","#GrabAJab this weekend at Bradford College or Jacobs Well.10am  5pmBradford College, Aged 18+ Pfizer vaccines only10am  5pmJacobs Well, Aged 40 + AstraZeneca vaccines only (Sun)Walk-in clinics are here ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.072,0.928,0,0,1,0,0,"Positive"
"666","Vaccine-induced Thrombotic Thrombocytopenia (VITT) and COVID-19 Vaccines: What Cardiovascular Clinicians Need to Know - American College of Cardiology ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"667","  Again how about 18 year old son that had Covid 3/2021 confirmed test, symptoms and positive antibodies. Now college requires a vaccine???what to do? As a mother? Doctor? Advise?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.677,0.136,0.864,0,0,1,0,0,"Positive"
"668","  When I was in college my downstairs neighbor lived in an IRON LUNG. She had a Snoopy sticker on it. She had polio as a child. Polio was real and I was lucky my mom was a big vaccine advocate.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0}",0.421,0.065,0.935,0,0,1,0,0,"Positive"
"669"," My sister in law works in LIC and had already taken first dose of covishield around 90 days back. We went to Kelkar college Pvt. Vaccination center but we were told that you have to take vaccine in Government hospital only. Is this correct?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1,NA,NA,1,"Neutral"
"670","   My daughter is a college athlete they forced the vaccine on team, even though most of her team had Covid in the fall. 3 of the girls who had Covid in fall and fully vaccinated 2 months ago tested positive for Covid today! My daughter has had 94 Covid test, no Covid no vaccine!","{0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.888, 0}",0.472,0.099,0.851,0.049,0,0.668918918918919,0.331081081081081,0,"Positive"
"671"," I keep hearing the excuse to push the vaccine is their are people who are immunocompromised and anyone who doesnt get the shot is putting them at risk? Now all the college kids r repeating this! How many people are there with this walking around?","{0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.351,0.027,0.916,0.057,0,0.321428571428571,0.678571428571429,0,"Negative"
"672"," #reopencollege #reopenschool PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE.   ","{0, 0, 0, 2.033, 0, 0, 0, 0, 0, 0}",0.465,0.252,0.748,0,0,1,0,0,"Positive"
"673","Dr. Peter Hotez, Dean National School of Tropical Medicine, Baylor College of Medicine; Director, Center for Vaccine Development at Texas Childrens Hospitalinterviewed about #US near future re. #COVID19 &amp; has concerning predictions ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"674","  Did you hear about the 12 year old girl who was a test dummy for the vaccine and she is now paralyzed. Never would I want my kids to get it but now they make it mandatory for college. #VACCINE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45, 0, 0, 0}",0.087,0.035,0.938,0.027,1,0.564516129032258,0.435483870967742,0,"Positive"
"675","One Indrajit Shaw has been arrested in connection with fake vaccine scam case. The accused was Debs employee and was instrumental in organizing a vaccination camp in City College, Kolkata.#WestBengal","{0, 0, 0, 0, 0, -2.1, 0, 0, 0, -2.1, 0, -2.7, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.902,0,0.682,0.318,0,0,1,0,"Negative"
"676","     This is a small section of the email sent to me be the Health Director at my daughters college. He sent this after I spoke with him about my concerns regarding their vaccine mandate... ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"677","  Its likely not just that, unfortunately. Admissions for fall are down overall. With CUNY eliminating the need for SATs, students have a much wider tangle of college options. Itll take a few years for all of this admission testing/vaccine/hybrid/remote chaos to shake out.","{0, 0, 0, 0, 0, 0, 1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, -0.7, 0}",-0.521,0.042,0.846,0.111,0,0.274509803921569,0.725490196078431,0,"Negative"
"678"," I am so glad my children and grandchild are finished with school. Parents need to fight back. I am now fighting with college (grandson) over vaccine. Unfortunately JMU will not respond to my emails.","{0, 0, 0, 0, 2.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0}",-0.495,0.079,0.742,0.179,0,0.306201550387597,0.693798449612403,0,"Negative"
"679"," Fine I dont have to pass my classes in college but it would be stupid to fail out. Theres a lot of things u need a vaccine for like concerts sport events, even to go back to some private schools","{0, 0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.6, 0, -3.75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.772,0.091,0.725,0.183,1,0.332116788321168,0.667883211678832,0,"Negative"
"680"," sir this  month 30 th June 2nd dose vaccine date when we are go to medical college MGM dimna but  vaccines are not available after 30 th no information we regular enquiry for this","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0}",-0.421,0,0.924,0.076,1,0,1,0,"Negative"
"681","Even though the Delta variant is flourishing in southwest MO, my sister (who has 2 college degrees) still refuses to get the vaccine. When do you give up and hope Darwin doesnt bite her in the ass?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, -2.5}",-0.153,0.07,0.845,0.085,0,0.451612903225806,0.548387096774194,0,"Negative"
"682","Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes, 9) $100,000 scholarships. Visit  for more.#SleevesUp#BringBackLA#CovidVaccine#ShotataMillion#TakeyourSHOT ","{2.3, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0}",0.836,0.255,0.745,0,0,1,0,0,"Positive"
"683","   Ive looked at everything on both sides of this. Its almost impossible not to when your wife is in the medical field and was a college teacher. Again...The creator of mRNA vaccine tech says its dangerous. That should be enough","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0}",-0.477,0,0.928,0.072,0,0,1,0,"Negative"
"684","From our health desk: For one Houston teen, the COVID-19 vaccine scholarship raffle sped up his college plans #health ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"685"," Give vaccine to Fam MDs.  Put vaccine every where else that frontline HCWs encounter vuln unvaxd individuals.  e.g. ERs (why on earth do we not have vax in ERs?), shelters, supervised injection sites.  Make vax part of univ/college registration.  Go back to LTC, RH, Gphomes.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"686","  My daughter had to get MMR vaccine 3 times because when she went to college- major pharmacy- she needed blood tests to verify she was vaxxed &amp; it showed she didnt have that immunity. After 3 shots dr wrote a note she could not get that vaccine again.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"687","College basically said I cant do anything but online classes without a vaccine so Im getting that mf tonight. No way I have a repeat of last year that shit sucked so bad","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.9, -3, 0, -4.1895}",-0.958,0,0.632,0.368,1,0,1,0,"Negative"
"688","An immunologist at Ontario Veterinary College makes false claims re covid vaccine.Someone, concerned scientist made a website ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0,NA,NA,1,"Neutral"
"689","MBA alumna Kelly Ratliff,  vice chancellor of Finance, Operations and Administration, joined a  panel with Dr. Anthony Fauci to discuss the #COVID19 College Vaccine Challenge, which UC Davis was among the first to join: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 1.2}",0.361,0.099,0.901,0,0,1,0,0,"Positive"
"690","The data continues to come in showing why getting a Covid-19 vaccine is so important! #bbn #GetVaccinated #COVIDVaccination #college #COVID19 ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.093, 0, 0, 0, 0, 0}",0.337,0.112,0.888,0,0,1,0,0,"Positive"
"691","A scholarship incentive for vaccines is a win-win. Were proud of our first winner, Jose, and every teen stepping up to get us back to normal. Join him and get vaccinated at any Harris County site to be entered for a weekly $5K college scholarship drawing.","{0, 0, 1.5, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.891,0.216,0.784,0,0,1,0,0,"Positive"
"692"," My sisters daughter is at College there were 4 tested positive for Covid and 3 of them had been vaccinated A friends 21 year old son had a massive heart attack 3 days after 2nd jab Its an experimental vaccine trials dont finish for another 2 years Write to your MP or email him","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.557,0.108,0.841,0.05,0,0.683544303797468,0.316455696202532,0,"Positive"
"693","Yesterday announced the Shot to Win Sweepstakes! This lotto-style raffle will give Michiganders a chance to win about $5M in cash prizes and a combined total of $500,000 in college scholarships.","{0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2.8, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.917,0.323,0.677,0,0,1,0,0,"Positive"
"694","More: Caldwell Co. teen plans to use her Kentucky Shot-at-a-Million vaccine promotion college scholarship to pursue nursing degree after graduation; encourages other youth to get the COVID-19 immunization ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0}",0.44,0.097,0.903,0,0,1,0,0,"Positive"
"695","#COVID vaccine clinic Thursday July 8th. MA announces VaxMillions Giveaway. Win $1 million or a college scholarship. Get your vaccine to be eligible to enter. Vaccine appointments available in Norwood. #GetTheVax ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.586,0.112,0.888,0,0,1,0,0,"Positive"
